applicationId,municipality,filling-time,operation,time-to-verdict
LP-106-2015-00030,106,7876531.555,pientalo,1512645.017
LP-106-2015-00036,106,76382.083,pientalo,5148817.832
LP-092-2016-01527,092,678354.735,pientalo,3422195.325
LP-092-2015-00896,092,2463216.972,pientalo,6362976.116
LP-092-2015-01725,092,1122137.909,pientalo,7303658.219
LP-186-2015-00001,186,1893917.191,pientalo,1083739.154
LP-092-2015-01836,092,2873675.021,pientalo,6939961.217
LP-092-2016-03846,092,971724.808,pientalo,3309822.69
LP-092-2015-00202,092,1130.854,pientalo,559472.586
LP-092-2015-00200,092,551436.396,pientalo,9190201.6
LP-092-2015-02865,092,2853281.738,pientalo,4788420.014
LP-092-2015-00209,092,26.053,pientalo,6606861.818
LP-092-2015-00051,092,73961.925,pientalo,6445941.224
LP-106-2016-00003,106,1831280.252,pientalo,3309199.292
LP-092-2016-00306,092,140132.558,pientalo,6618584.089
LP-092-2016-00302,092,4434.361,pientalo,6168139.692
LP-092-2016-00466,092,1731427.357,pientalo,8011051.634
LP-186-2016-00067,186,16003.026,pientalo,19378597.294
LP-837-2016-00141,837,1566647.332,pientalo,5134787.99
LP-092-2014-00158,092,3092885.86,pientalo,5409386.619
LP-092-2014-00150,092,863245.158,pientalo,8761139.116
LP-092-2015-02187,092,3813660.696,pientalo,14461198.185
LP-092-2016-00529,092,156819.355,pientalo,9034944.057
LP-837-2016-00144,837,3976666.817,pientalo,9977021.994
LP-092-2016-00419,092,520856.256,pientalo,5408661.959
LP-106-2015-00559,106,5315581.949,pientalo,2041983.802
LP-106-2015-00922,106,2251538.643,pientalo,4354609.616
LP-092-2015-02220,092,3470285.604,pientalo,1759523.903
LP-092-2016-01028,092,4316040.387,pientalo,3158885.74
LP-106-2015-01089,106,174446.93,pientalo,5568418.103
LP-092-2016-01021,092,613722.101,pientalo,6786097.38
LP-092-2016-02111,092,1797588.232,pientalo,2044142.693
LP-092-2016-00996,092,721244.455,pientalo,7439047.381
LP-092-2015-01006,092,1378465.815,pientalo,8928623.209
LP-186-2016-00537,186,1927458.267,pientalo,3316391.701
LP-092-2015-02335,092,7529579.668,pientalo,5714999.009
LP-491-2015-00843,491,18495696.685,pientalo,4528854.312
LP-092-2016-00634,092,448740.723,pientalo,6780533.775
LP-491-2016-00137,491,3756456.774,pientalo,1005869.712
LP-092-2016-00638,092,2787347.335,pientalo,1842461.672
LP-092-2016-00644,092,2136058.543,pientalo,6524691.612
LP-491-2016-00741,491,5579832.979,pientalo,3503370.091
LP-092-2015-02647,092,2513427.875,pientalo,12795219.864
LP-092-2015-02646,092,743370.776,pientalo,4971450.92
LP-092-2015-01064,092,3526563.191,pientalo,6622500.088
LP-092-2015-01992,092,5763710.287,pientalo,7568411.191
LP-092-2015-02124,092,13274951.062,pientalo,3255582.426
LP-092-2015-01332,092,1125571.104,pientalo,4238588.19
LP-837-2016-00840,837,1007964.517,pientalo,6005362.036
LP-837-2016-00334,837,2178092.488,pientalo,5656757.467
LP-837-2016-00849,837,933839.226,pientalo,5064191.666
LP-092-2016-01328,092,852451.302,pientalo,7723831.255
LP-106-2015-00072,106,11538.122,pientalo,3749225.215
LP-106-2015-00073,106,157541.013,pientalo,4189013.449
LP-106-2015-00079,106,5922.913,pientalo,3583936.919
LP-092-2015-00186,092,13928.54,pientalo,5479813.484
LP-092-2015-00180,092,199033.015,pientalo,3635599.539
LP-491-2016-00006,491,2946005.883,pientalo,613780.314
LP-092-2016-00297,092,7441977.946,pientalo,3657878.754
LP-092-2015-01597,092,1467092.415,pientalo,7306951.598
LP-092-2015-01163,092,3355345.309,pientalo,8505091.734
LP-092-2015-01420,092,20660434.197,pientalo,5233042.151
LP-092-2015-01588,092,1698459.001,pientalo,7307340.77
LP-491-2016-00521,491,521333.128,pientalo,1870038.642
LP-092-2015-00206,092,2477503.066,pientalo,11917112.51
LP-092-2015-01428,092,463708.319,pientalo,8142457.764
LP-106-2015-00147,106,9516339.184,pientalo,2025333.207
LP-092-2015-01192,092,2412280.605,pientalo,8244368.557
LP-491-2015-00830,491,965799.017,pientalo,2455813.112
LP-106-2016-00219,106,150967.838,pientalo,2295885.133
LP-106-2015-00285,106,14689448.968,pientalo,2536905.906
LP-106-2015-00282,106,7604017.115,pientalo,383096.69
LP-092-2015-01568,092,622469.981,pientalo,4786228.731
LP-837-2016-00746,837,1379763.754,pientalo,3602854.74
LP-092-2016-00943,092,5870246.804,pientalo,2732315.697
LP-092-2016-00869,092,1671139.071,pientalo,6141866.49
LP-106-2016-00754,106,1402374.829,pientalo,6173316.78
LP-106-2015-00470,106,1209326.191,pientalo,14832262.287
LP-092-2016-00224,092,6572904.682,pientalo,3309614.324
LP-106-2015-00772,106,927303.622,pientalo,12992922.931
LP-092-2015-02011,092,241388.627,pientalo,5842284.323
LP-092-2016-03167,092,2281.807,pientalo,5989228.701
LP-186-2016-00653,186,1186402.267,pientalo,2727121.974
LP-092-2015-00640,092,347647.631,pientalo,3132528.069
LP-092-2015-00566,092,603816.517,pientalo,6073974.621
LP-092-2015-00567,092,600283.857,pientalo,6077402.435
LP-092-2015-00564,092,600490.211,pientalo,6685676.131
LP-092-2015-00565,092,595464.079,pientalo,4786414.79
LP-092-2015-00560,092,433.995,pientalo,1861118.044
LP-491-2015-01264,491,8523696.45,pientalo,3156867.374
LP-837-2016-00060,837,1204095.262,pientalo,8696574.334
LP-092-2014-00190,092,1794790.531,pientalo,6621781.826
LP-491-2016-01151,491,3271602.234,pientalo,1272715.943
LP-837-2016-00068,837,867578.742,pientalo,6785326.258
LP-092-2014-00195,092,161012.466,pientalo,5644190.393
LP-092-2015-00243,092,71465.569,pientalo,5729158.284
LP-491-2015-00307,491,526416.822,pientalo,2259610.05
LP-092-2015-00248,092,7348657.399,pientalo,2608600.624
LP-092-2015-00113,092,612380.666,pientalo,6251878.27
LP-186-2015-00769,186,1872106.168,pientalo,2384458.179
LP-491-2016-00051,491,2457883.965,pientalo,1736901.216
LP-837-2016-00735,837,689410.177,pientalo,7400197.37
LP-092-2016-00890,092,3015153.256,pientalo,4975503.317
LP-106-2015-01117,106,2971847.66,pientalo,2692781.71
