applicationId,municipality,time,filling-time
LP-837-2016-00385,837,6812,6024
LP-837-2016-00386,837,76481,1977
LP-837-2016-00387,837,4185,62391
LP-837-2016-00380,837,68284,2334
LP-837-2016-00382,837,64689,3340
LP-186-2013-00040,186,64138,1608
LP-186-2013-00045,186,71586,5828
LP-092-2016-03806,092,32774,11756
LP-186-2013-00046,186,83946,76541
LP-444-2015-00476,444,29581,367
LP-444-2015-00475,444,28832,836
LP-444-2015-00474,444,84408,5761
LP-444-2015-00473,444,27793,1344
LP-444-2015-00472,444,11717,5644
LP-444-2015-00471,444,9940,6268
LP-444-2015-00470,444,25107,7302
LP-092-2015-02300,092,85611,14946
LP-186-2015-00769,186,75595,57706
LP-837-2016-01552,837,71914,13360
LP-837-2016-01551,837,75142,83900
LP-092-2014-00127,092,77468,2137
LP-837-2016-01081,837,5175,7575
LP-837-2016-01082,837,2106,4831
LP-092-2016-01305,092,85136,9620
LP-837-2016-01088,837,8104,83250
LP-837-2016-01089,837,76037,1316
LP-444-2015-00309,444,52059,30768
LP-092-2016-00573,092,76219,21380
LP-186-2016-00290,186,84554,11828
LP-444-2014-00134,444,71276,21108
LP-092-2016-02268,092,1703,3806
LP-092-2016-01084,092,77523,7150
LP-092-2016-00579,092,82333,74968
LP-186-2016-00299,186,20028,58412
LP-444-2015-00659,444,14825,604
LP-444-2015-00658,444,78611,81367
LP-092-2015-02762,092,47524,33990
LP-444-2015-00274,444,1283,268
LP-444-2015-00277,444,85990,201
LP-444-2015-00276,444,8903,209
LP-444-2015-00271,444,4412,286
LP-444-2015-00270,444,84447,549
LP-444-2015-00273,444,68351,9777
LP-444-2015-00272,444,77100,453
LP-444-2016-00142,444,2410,764
LP-092-2016-01173,092,86211,33664
LP-444-2015-00279,444,84172,173
LP-444-2015-00278,444,9733,292
LP-092-2016-01177,092,15571,84987
LP-092-2015-01892,092,80816,1890
LP-186-2015-00617,186,66927,909
LP-092-2016-01773,092,205,70424
LP-092-2016-01772,092,67598,73336
LP-186-2015-00189,186,7014,890
LP-444-2016-00610,444,61768,83991
LP-444-2016-00611,444,15143,1818
LP-837-2016-00566,837,54861,10375
LP-837-2016-00567,837,66104,2380
LP-837-2016-00562,837,72444,22290
LP-444-2016-00618,444,53790,3984
LP-444-2016-00619,444,84742,1734
LP-092-2016-01791,092,77475,16093
LP-444-2016-00742,444,63019,577
LP-092-2016-01794,092,19149,65770
LP-444-2016-00743,444,62575,296
LP-092-2015-01415,092,882,1226
LP-092-2015-01414,092,11603,82456
LP-092-2016-02198,092,68417,33233
LP-444-2015-00098,444,3290,51544
LP-837-2016-01370,837,77348,5028
LP-837-2016-01374,837,6366,78350
LP-444-2015-00091,444,59131,1943
LP-444-2015-00092,444,69021,77262
LP-092-2015-01309,092,59552,13582
LP-092-2016-01310,092,19908,81115
LP-444-2015-00097,444,76241,6473
LP-837-2016-01174,837,77265,21968
LP-837-2016-00360,837,80805,8873
LP-837-2016-01170,837,76863,75076
LP-837-2016-01171,837,81875,69394
LP-837-2016-01172,837,3492,46102
LP-837-2016-00368,837,71480,5044
LP-444-2016-00745,444,6449,2000
LP-444-2016-00188,444,47333,3311
LP-092-2016-00828,092,71618,81644
LP-444-2016-00180,444,79211,362
LP-444-2016-00181,444,77863,447
LP-444-2016-00184,444,80276,7050
LP-092-2016-01221,092,84041,8789
LP-092-2015-00141,092,81240,62169
LP-106-2016-00248,106,68809,10946
LP-106-2016-00249,106,69790,8283
LP-092-2016-01557,092,1605,61830
LP-092-2016-02132,092,22418,3788
LP-444-2016-00292,444,64262,17554
LP-444-2016-00293,444,1730,84872
LP-106-2016-00243,106,80797,4245
LP-092-2015-00924,092,81712,68146
LP-444-2016-00298,444,5837,5602
LP-444-2016-00504,444,1499,1936
LP-444-2016-00057,444,77504,5288
LP-444-2015-00893,444,17416,3994
LP-444-2016-00507,444,57580,28908
LP-444-2015-00895,444,3492,1691
LP-444-2016-00050,444,38764,3233
LP-444-2016-00051,444,13235,440
LP-092-2016-02040,092,80071,57771
LP-106-2015-00005,106,18939,78304
LP-444-2016-00508,444,67534,7049
LP-106-2016-00082,106,69447,68743
LP-444-2016-00059,444,85036,5778
LP-837-2015-00152,837,41029,6722
LP-186-2016-00114,186,82561,79383
LP-092-2015-01638,092,63278,24804
LP-186-2015-01062,186,1082,58830
LP-092-2015-00212,092,77538,65175
LP-106-2015-00799,106,81754,72273
LP-092-2015-00326,092,75696,17844
LP-106-2015-00480,106,44504,31561
LP-092-2015-00322,092,80260,782
LP-092-2015-00323,092,3162,37278
LP-106-2015-00488,106,73392,11736
LP-092-2016-03486,092,9083,84629
LP-106-2015-00310,106,77501,1636
LP-106-2015-00643,106,1288,77848
LP-444-2015-00159,444,2545,1892
LP-092-2016-03488,092,81139,20063
LP-106-2014-00019,106,12234,66696
LP-092-2016-02459,092,72577,3714
LP-092-2016-02455,092,66045,4359
LP-444-2016-00875,444,20600,69504
LP-444-2016-00871,444,87,5966
LP-444-2016-00873,444,83486,83213
LP-444-2016-00879,444,8149,51592
LP-106-2016-00665,106,73892,14995
LP-444-2016-00982,444,79005,1229
LP-092-2015-00042,092,45935,1371
LP-837-2016-00925,837,80377,3472
LP-837-2015-00116,837,68817,16873
LP-106-2016-00668,106,83843,3008
LP-106-2016-00669,106,5224,2332
LP-837-2016-00151,837,85509,66053
LP-186-2016-00608,186,84495,82648
LP-092-2016-03032,092,84946,66895
LP-837-2016-00922,837,62134,21860
LP-837-2016-00155,837,75718,24526
LP-186-2015-01082,186,86364,12347
LP-186-2015-01083,186,42516,57912
LP-186-2015-01084,186,60193,445
LP-092-2015-00137,092,83141,81198
LP-092-2016-01881,092,83861,85629
LP-837-2016-00157,837,80342,14660
LP-092-2015-01036,092,31715,83681
LP-186-2015-00978,186,65948,534
LP-837-2016-00914,837,74029,1992
LP-837-2016-00917,837,76815,10283
LP-837-2016-00911,837,6726,63806
LP-837-2016-00913,837,71086,63746
LP-837-2016-00912,837,18860,41489
LP-444-2015-00440,444,70021,17576
LP-106-2016-00276,106,5767,74131
LP-837-2016-01880,837,1213,4786
LP-106-2014-00127,106,71737,1503
LP-837-2016-01883,837,73424,78590
LP-186-2015-00379,186,71484,2689
LP-186-2015-00378,186,12385,345
LP-186-2015-00374,186,3254,326
LP-444-2016-00264,444,51439,33212
LP-837-2016-00019,837,64859,6480
LP-186-2015-00576,186,45001,4205
LP-186-2015-00574,186,82298,75894
LP-837-2016-00502,837,80666,1526
LP-186-2014-00109,186,81307,3045
LP-186-2014-00108,186,6532,51081
LP-186-2016-00424,186,61531,20596
LP-837-2016-00829,837,7540,80285
LP-186-2014-00450,186,158,938
LP-186-2014-00104,186,80636,1644
LP-092-2016-01956,092,53462,61432
LP-092-2016-03328,092,11171,4128
LP-092-2016-01951,092,54319,85027
LP-106-2014-00236,106,69051,82918
LP-444-2016-00104,444,25883,1295
LP-837-2016-01772,837,13253,1922
LP-837-2016-01771,837,56212,248
LP-837-2016-01418,837,4149,68509
LP-837-2016-01413,837,84139,3364
LP-837-2016-01412,837,85894,8785
LP-837-2016-01411,837,60318,26761
LP-837-2016-01410,837,34911,12659
LP-444-2016-00642,444,69126,772
LP-092-2016-04553,092,61293,19593
LP-092-2016-02037,092,60062,712
LP-444-2016-00060,444,78537,7075
LP-092-2016-00218,092,12560,80903
LP-092-2016-03928,092,82982,4886
LP-092-2016-00216,092,4487,76645
LP-444-2015-00731,444,73766,15564
LP-186-2015-00024,186,76504,1572
LP-837-2016-00172,837,67753,24884
LP-444-2015-00111,444,5245,1972
LP-186-2014-00147,186,12280,1548
LP-837-2016-01446,837,14852,64102
LP-092-2014-00048,092,68899,8441
LP-092-2016-04661,092,68281,18437
LP-106-2015-01239,106,73537,3376
LP-092-2016-00363,092,69053,2093
LP-106-2015-01231,106,64418,86193
LP-444-2015-00460,444,79431,14207
LP-444-2015-00461,444,62324,36283
LP-186-2015-00593,186,75312,1377
LP-444-2015-00463,444,5180,16698
LP-444-2015-00464,444,5251,9680
LP-444-2015-00465,444,1895,85309
LP-444-2015-00466,444,7912,84500
LP-444-2015-00467,444,10592,77963
LP-186-2015-00599,186,71521,13350
LP-444-2015-00688,444,9301,0
LP-837-2016-01564,837,54885,4346
LP-092-2016-00840,092,69351,7534
LP-837-2016-01561,837,81298,8863
LP-444-2015-00689,444,9847,0
LP-106-2015-01204,106,77101,17202
LP-186-2015-00474,186,80263,83299
LP-092-2014-00130,092,2332,4415
LP-092-2015-02251,092,14483,63319
LP-186-2015-01288,186,7110,84688
LP-837-2016-01448,837,78403,71898
LP-444-2014-00124,444,76445,2427
LP-444-2014-00125,444,73530,3166
LP-092-2016-02217,092,76085,4512
LP-186-2016-00771,186,48671,37806
LP-837-2016-00281,837,58044,8812
LP-444-2014-00121,444,36067,14934
LP-444-2014-00122,444,18358,254
LP-444-2014-00123,444,19017,80820
LP-444-2015-00640,444,60998,3714
LP-444-2015-00641,444,77704,1411
LP-444-2015-00642,444,78014,1397
LP-444-2015-00643,444,80282,905
LP-444-2014-00128,444,1359,15987
LP-444-2015-00645,444,69858,2314
LP-444-2015-00314,444,83831,11374
LP-444-2015-00266,444,80549,239
LP-444-2016-00081,444,23625,1241
LP-444-2015-00264,444,79803,453
LP-444-2015-00687,444,12211,0
LP-444-2015-00263,444,80955,1042
LP-092-2015-02751,092,74801,24935
LP-106-2016-00508,106,7065,1247
LP-092-2016-01162,092,82436,61990
LP-837-2016-01545,837,72010,74455
LP-092-2016-01166,092,77403,73786
LP-092-2015-01880,092,82343,70638
LP-444-2015-00269,444,9104,717
LP-444-2015-00794,444,60131,2933
LP-186-2015-00624,186,53210,616
LP-186-2015-00622,186,13113,1722
LP-092-2016-00145,092,9976,69712
LP-186-2015-00620,186,13377,3298
LP-092-2016-00961,092,5338,70163
LP-092-2016-01766,092,75865,3224
LP-444-2015-00683,444,38651,85217
LP-444-2015-00798,444,12318,84499
LP-092-2015-02991,092,77510,56385
LP-444-2016-00660,444,2416,1602
LP-444-2016-00663,444,1086,2067
LP-444-2014-00010,444,59694,75411
LP-444-2014-00011,444,11889,1449
LP-092-2016-01134,092,8981,44046
LP-186-2015-00837,186,70409,85860
LP-092-2016-01783,092,75653,27254
LP-092-2016-02486,092,79088,754
LP-092-2015-00264,092,9784,66025
LP-092-2015-01400,092,77763,64878
LP-092-2015-01401,092,48400,15109
LP-092-2015-00267,092,48225,80387
LP-092-2015-01404,092,6322,47992
LP-092-2015-01405,092,80235,22081
LP-837-2016-01346,837,83507,52061
LP-444-2015-00088,444,65492,2260
LP-444-2015-00089,444,73654,1265
LP-444-2015-00083,444,2498,76990
LP-444-2015-00081,444,52325,2625
LP-837-2016-01349,837,73236,8969
LP-106-2016-00504,106,10883,2674
LP-837-2016-00357,837,12036,59094
LP-837-2016-00356,837,62970,2137
LP-837-2016-00351,837,15733,5461
LP-444-2015-00851,444,85953,78070
LP-837-2016-01182,837,49620,28184
LP-837-2016-00359,837,76815,5636
LP-837-2016-01186,837,61705,74529
LP-106-2015-00010,106,382,10713
LP-106-2015-00011,106,61114,86379
LP-106-2015-00015,106,58293,1273
LP-106-2015-00019,106,5413,7391
LP-092-2015-01535,092,78173,10382
LP-092-2015-01531,092,51534,24278
LP-092-2015-00049,092,65538,2689
LP-092-2016-01439,092,68764,11997
LP-186-2016-00910,186,77709,11066
LP-092-2015-00040,092,72925,6060
LP-092-2015-00043,092,76793,11071
LP-092-2016-01433,092,66796,5911
LP-092-2015-00046,092,12351,42544
LP-092-2015-00135,092,65247,82649
LP-444-2015-00662,444,80087,4983
LP-092-2016-01546,092,81209,4402
LP-092-2015-00133,092,71400,2250
LP-186-2016-00578,186,64051,20586
LP-106-2016-00273,106,80355,24341
LP-092-2016-01549,092,84917,14910
LP-106-2016-00270,106,69483,3008
LP-444-2015-00882,444,50960,24174
LP-444-2015-00880,444,67651,16188
LP-092-2015-00916,092,76959,10510
LP-444-2015-00884,444,519,76425
LP-186-2014-00438,186,8496,4921
LP-444-2015-00888,444,85057,79112
LP-092-2016-02036,092,36741,18687
LP-092-2016-02033,092,17705,70838
LP-837-2016-00766,837,5977,70597
LP-092-2015-01621,092,75284,9866
LP-837-2016-00762,837,84966,768
LP-837-2016-00763,837,78171,9039
LP-837-2016-00760,837,81120,15000
LP-837-2016-00761,837,84868,938
LP-106-2015-01036,106,1073,7444
LP-837-2016-00768,837,70641,83902
LP-106-2015-00499,106,69234,28404
LP-106-2016-00509,106,67725,719
LP-444-2016-00080,444,28662,919
LP-444-2016-00083,444,2769,1313
LP-092-2016-00966,092,59771,73122
LP-444-2016-00085,444,82856,1280
LP-444-2016-00084,444,82785,952
LP-106-2016-00051,106,68360,15414
LP-106-2016-00501,106,308,230
LP-106-2016-00500,106,80958,81453
LP-106-2016-00503,106,85165,68774
LP-106-2016-00505,106,4792,2273
LP-092-2015-00260,092,58741,85660
LP-106-2016-00507,106,71987,1775
LP-106-2015-00787,106,83647,72973
LP-444-2016-00409,444,68363,16814
LP-444-2016-00408,444,34112,5013
LP-106-2016-00472,106,7571,2707
LP-444-2016-00405,444,13912,59974
LP-444-2016-00404,444,6088,85928
LP-444-2016-00406,444,46263,84748
LP-444-2016-00401,444,73679,82434
LP-444-2016-00400,444,82808,1873
LP-444-2016-00403,444,14907,1968
LP-092-2016-03499,092,3743,71509
LP-092-2016-02144,092,83465,1297
LP-106-2016-00183,106,6438,15202
LP-092-2016-02149,092,11323,47669
LP-837-2016-00431,837,82968,54471
LP-106-2015-00309,106,79301,2001
LP-092-2015-02678,092,54873,13908
LP-106-2014-00009,106,67532,14981
LP-092-2015-00665,092,76069,11866
LP-092-2016-02446,092,56439,33027
LP-106-2014-00001,106,10122,69396
LP-092-2016-03490,092,62445,9248
LP-092-2015-02772,092,51208,4734
LP-106-2015-00877,106,9048,2087
LP-444-2016-00883,444,79599,7398
LP-106-2015-00875,106,69434,6915
LP-444-2016-00884,444,10065,14607
LP-444-2016-00312,444,82715,74418
LP-444-2016-00315,444,60854,17531
LP-444-2016-00319,444,57131,43460
LP-106-2015-01089,106,77539,1646
LP-106-2016-00696,106,76174,78377
LP-092-2016-01067,092,13849,4752
LP-837-2015-00120,837,11063,7355
LP-186-2016-00639,186,58543,21526
LP-837-2015-00124,837,62485,2759
LP-186-2016-00637,186,109,53185
LP-106-2016-00986,106,3433,73757
LP-186-2016-00633,186,80379,81856
LP-444-2015-00361,444,15619,2393
LP-092-2016-03140,092,25019,728
LP-106-2016-00957,106,47068,22674
LP-092-2016-02532,092,4590,80010
LP-092-2016-02534,092,36488,38665
LP-092-2016-02536,092,72109,698
LP-444-2015-00364,444,81446,5974
LP-837-2016-00432,837,65465,30411
LP-837-2016-00908,837,76250,2035
LP-837-2016-00909,837,13703,67304
LP-186-2015-01163,186,73028,4055
LP-186-2015-01162,186,61997,9178
LP-837-2016-00903,837,60320,28213
LP-837-2016-00900,837,16988,1737
LP-186-2015-00962,186,74178,74311
LP-092-2016-02843,092,76702,70986
LP-092-2016-02845,092,4372,2367
LP-106-2014-00139,106,82677,69795
LP-106-2014-00137,106,10208,70446
LP-092-2016-03624,092,9497,67409
LP-837-2016-01311,837,5007,54573
LP-186-2015-00369,186,13051,581
LP-186-2015-00362,186,84176,1538
LP-186-2015-00360,186,41283,888
LP-186-2015-00366,186,83568,83897
LP-444-2016-00963,444,67036,6742
LP-186-2015-01210,186,75894,1394
LP-186-2015-00560,186,81261,11105
LP-186-2015-00561,186,5268,515
LP-837-2016-00832,837,66936,13175
LP-186-2016-00416,186,3615,77949
LP-186-2014-00448,186,80401,5261
LP-186-2014-00449,186,5447,78404
LP-837-2016-00836,837,68873,65916
LP-837-2016-00835,837,76036,6172
LP-186-2014-00115,186,79283,67521
LP-186-2014-00440,186,10313,2623
LP-186-2014-00444,186,13975,6540
LP-106-2014-00222,106,81814,723
LP-106-2014-00228,106,14668,1270
LP-092-2016-03314,092,54533,26446
LP-092-2015-02776,092,72743,56723
LP-186-2016-00354,186,75510,754
LP-837-2016-01408,837,84316,2677
LP-837-2016-01404,837,71198,16484
LP-837-2016-01405,837,64125,2767
LP-837-2016-01406,837,75454,2906
LP-837-2016-01407,837,85761,73749
LP-186-2015-00102,186,14995,7989
LP-186-2015-00103,186,14329,74505
LP-186-2015-00100,186,8438,2368
LP-186-2014-00200,186,79725,59235
LP-186-2016-01073,186,6482,1461
LP-186-2014-00203,186,6022,72665
LP-186-2014-00205,186,108,1756
LP-444-2014-00035,444,64004,1122
LP-092-2016-03956,092,3731,6188
LP-092-2016-00209,092,4120,13048
LP-092-2016-04273,092,3977,63727
LP-092-2016-00201,092,76581,74899
LP-186-2015-00291,186,17619,355
LP-837-2016-01570,837,81269,8895
LP-092-2015-02697,092,81695,100
LP-186-2015-00747,186,59266,28151
LP-092-2015-02692,092,10024,8181
LP-186-2015-00037,186,21105,1252
LP-837-2016-01577,837,17173,66325
LP-837-2016-01579,837,67811,2402
LP-837-2016-00161,837,86141,77825
LP-837-2016-00162,837,2290,81832
LP-837-2016-00165,837,9231,73834
LP-837-2016-00167,837,73068,9895
LP-837-2016-00168,837,56588,18343
LP-837-2016-00169,837,70741,18095
LP-186-2014-00064,186,42085,2777
LP-186-2013-00065,186,11246,70206
LP-092-2016-04654,092,5677,9039
LP-092-2016-04653,092,11220,12768
LP-186-2014-00062,186,12006,21724
LP-092-2016-04658,092,72508,6389
LP-092-2016-00370,092,80290,75292
LP-444-2015-00414,444,8008,85960
LP-444-2015-00412,444,2391,16014
LP-092-2015-01019,092,8438,925
LP-444-2015-00419,444,74768,14044
LP-092-2014-00144,092,72929,27614
LP-092-2014-00142,092,64371,85666
LP-106-2015-01008,106,5324,85531
LP-837-2016-00297,837,63795,84232
LP-444-2015-00639,444,62494,8381
LP-837-2016-00293,837,75301,12339
LP-837-2016-00290,837,80918,9782
LP-444-2015-00635,444,473,326
LP-444-2015-00634,444,85108,412
LP-444-2015-00637,444,3667,7573
LP-444-2015-00636,444,85811,316
LP-444-2015-00631,444,6718,292
LP-444-2015-00630,444,2317,369
LP-444-2015-00633,444,1569,323
LP-444-2015-00632,444,7644,250
LP-444-2015-00528,444,2997,7510
LP-444-2015-00253,444,5338,1190
LP-092-2015-02741,092,9530,66525
LP-444-2015-00523,444,80842,5570
LP-092-2015-02743,092,79001,62714
LP-092-2015-02961,092,3458,60945
LP-092-2015-02962,092,10060,82244
LP-092-2015-02215,092,56074,32215
LP-092-2016-00156,092,61694,60022
LP-186-2015-00630,186,5028,5696
LP-092-2015-02186,092,79827,4755
LP-092-2015-02187,092,56203,12060
LP-444-2016-00676,444,18138,69499
LP-092-2016-02338,092,72165,10796
LP-092-2015-01827,092,46683,20497
LP-444-2016-00672,444,24455,64834
LP-186-2016-00389,186,75579,10947
LP-186-2016-00388,186,66238,82870
LP-186-2016-00385,186,6218,9815
LP-444-2014-00061,444,82449,34234
LP-444-2014-00063,444,46957,19000
LP-444-2015-00740,444,24843,2950
LP-092-2015-01439,092,80357,67520
LP-092-2015-02865,092,66284,2081
LP-837-2016-01359,837,58635,7541
LP-092-2015-01985,092,65623,19707
LP-092-2015-01980,092,80529,64293
LP-092-2015-01322,092,73066,72515
LP-837-2016-01353,837,74340,2422
LP-837-2016-01354,837,81831,1513
LP-837-2016-01355,837,60847,9990
LP-837-2016-01356,837,73831,12335
LP-837-2016-00349,837,78764,59153
LP-092-2016-01336,092,16403,9598
LP-837-2016-01192,837,85683,19617
LP-092-2016-03995,092,74025,1599
LP-837-2016-01190,837,62435,2445
LP-837-2016-00343,837,6532,62418
LP-837-2016-01196,837,77702,2365
LP-837-2016-01197,837,67235,8382
LP-837-2016-01194,837,1296,14461
LP-837-2016-01195,837,81378,587
LP-106-2015-00064,106,83871,2785
LP-106-2015-00066,106,170,2052
LP-106-2015-00061,106,79643,6197
LP-106-2015-00060,106,15960,1990
LP-106-2015-00063,106,66262,3027
LP-106-2015-00062,106,69794,29883
LP-092-2016-03552,092,10006,68321
LP-092-2016-03554,092,71921,5537
LP-092-2015-01503,092,73060,5592
LP-092-2015-01507,092,54622,20996
LP-092-2015-00050,092,4822,72764
LP-092-2015-00051,092,5567,73961
LP-092-2015-00054,092,70687,66850
LP-092-2015-00122,092,342,82730
LP-092-2016-01200,092,46442,12134
LP-444-2016-00273,444,17795,74932
LP-444-2016-00275,444,7484,3490
LP-186-2016-00250,186,59753,21332
LP-106-2016-00262,106,85225,80631
LP-106-2016-00264,106,17366,58701
LP-444-2016-00079,444,4613,48549
LP-444-2016-00740,444,63621,446
LP-186-2016-00256,186,14826,9115
LP-106-2016-00268,106,79922,22928
LP-186-2016-00258,186,78669,2820
LP-444-2016-00076,444,73325,3512
LP-837-2016-00759,837,64163,62633
LP-444-2015-00825,444,53738,27849
LP-106-2016-00861,106,77762,71746
LP-106-2016-00864,106,21890,83969
LP-444-2016-00093,444,64855,21301
LP-092-2016-00975,092,188,1146
LP-444-2016-00096,444,74506,10964
LP-106-2016-00510,106,66148,202
LP-837-2016-01168,837,68610,79901
LP-837-2015-00052,837,55444,32473
LP-444-2016-00415,444,60700,982
LP-444-2016-00412,444,7579,68421
LP-106-2016-00468,106,78302,78936
LP-106-2016-00196,106,10376,57525
LP-106-2016-00192,106,77171,9369
LP-444-2016-00238,444,82487,332
LP-092-2015-02335,092,38222,12779
LP-092-2016-02159,092,15195,935
LP-106-2016-00198,106,6120,8226
LP-186-2016-00620,186,79364,2148
LP-106-2014-00039,106,78353,18554
LP-106-2014-00036,106,7739,70788
LP-106-2014-00035,106,3872,5186
LP-092-2015-00475,092,49392,44052
LP-186-2015-01379,186,6818,40280
LP-186-2015-01370,186,7263,56935
LP-106-2016-01025,106,11327,1989
LP-444-2016-00303,444,3834,176
LP-092-2015-00582,092,82307,82436
LP-444-2016-00301,444,85303,5359
LP-092-2015-00584,092,54626,5793
LP-444-2016-00307,444,4585,82933
LP-444-2016-00304,444,13288,76472
LP-444-2016-00305,444,17861,74615
LP-092-2015-00589,092,55159,73025
LP-444-2016-00309,444,7804,78803
LP-837-2016-00415,837,48925,44490
LP-106-2016-00996,106,76263,8706
LP-106-2016-00993,106,78925,73119
LP-106-2014-00102,106,7223,71317
LP-106-2014-00100,106,82694,9765
LP-092-2016-03010,092,9152,1594
LP-092-2016-03012,092,15894,3599
LP-106-2015-00840,106,77179,15124
LP-106-2015-00516,106,54597,15617
LP-186-2015-01175,186,67756,583
LP-092-2015-02564,092,79439,79696
LP-106-2015-00848,106,67738,80790
LP-186-2015-01170,186,74308,74575
LP-092-2016-00839,092,78665,4643
LP-186-2015-01172,186,76016,36213
LP-837-2016-00933,837,83820,67543
LP-837-2016-00906,837,75308,4333
LP-186-2016-00716,186,1107,11260
LP-186-2016-00717,186,83807,740
LP-092-2016-02787,092,85810,32747
LP-186-2015-00910,186,41210,497
LP-186-2016-00712,186,63481,1590
LP-186-2015-00912,186,18852,680
LP-444-2015-00434,444,14697,79058
LP-444-2016-00049,444,78867,85241
LP-186-2015-01190,186,62740,57901
LP-837-2016-01751,837,1792,62633
LP-092-2016-03306,092,69808,4430
LP-444-2015-00838,444,11824,1874
LP-837-2016-00807,837,76,13760
LP-186-2015-00828,186,71512,554
LP-837-2016-00805,837,68926,87
LP-837-2016-00804,837,76994,84511
LP-837-2016-00802,837,56180,25317
LP-186-2014-00477,186,9977,11906
LP-186-2015-00823,186,54932,662
LP-186-2016-00403,186,51807,34924
LP-186-2015-00824,186,60361,4798
LP-837-2016-00809,837,63906,5116
LP-837-2016-00808,837,108,84726
LP-186-2016-00704,186,12704,2148
LP-092-2016-02849,092,59344,10411
LP-186-2014-00300,186,18726,2593
LP-186-2014-00302,186,78062,21710
LP-186-2015-00007,186,58928,5804
LP-186-2015-00006,186,50306,35712
LP-837-2016-01507,837,5555,811
LP-186-2015-00003,186,60135,232
LP-186-2015-00001,186,82388,79517
LP-444-2016-00126,444,56289,1444
LP-106-2015-00781,106,6011,8668
LP-837-2016-00117,837,70172,75898
LP-444-2016-00124,444,2203,69527
LP-837-2016-00113,837,49236,2044
LP-837-2016-00119,837,67132,18666
LP-092-2016-02227,092,10323,526
LP-106-2015-00424,106,1898,71130
LP-186-2013-00070,186,19010,50768
LP-186-2013-00072,186,64491,1163
LP-092-2016-04317,092,78546,3613
LP-186-2014-00097,186,24097,63377
LP-092-2016-00305,092,14422,74440
LP-092-2016-00306,092,75637,53732
LP-092-2016-00301,092,83261,77264
LP-444-2015-00403,444,4764,74906
LP-092-2016-00302,092,61240,4434
LP-092-2015-00830,092,52908,506
LP-444-2015-00597,444,79432,86399
LP-092-2015-02355,092,83270,82822
LP-092-2014-00158,092,2076,68885
LP-837-2016-00021,837,85668,4316
LP-837-2016-00020,837,3231,81257
LP-837-2016-00023,837,71754,950
LP-186-2016-00156,186,84466,2968
LP-092-2014-00150,092,71329,85645
LP-092-2016-00529,092,82884,70419
LP-444-2015-00628,444,4218,334
LP-444-2015-00629,444,6375,275
LP-444-2015-00626,444,6983,958
LP-444-2015-00627,444,83292,354
LP-444-2015-00625,444,9505,1807
LP-444-2015-00622,444,2928,8569
LP-444-2015-00623,444,855,1922
LP-444-2015-00620,444,19341,85920
LP-444-2015-00621,444,2889,81251
LP-092-2016-00419,092,1520,2456
LP-444-2015-00539,444,21451,2559
LP-444-2015-00532,444,4665,82878
LP-444-2015-00245,444,52674,1495
LP-444-2015-00246,444,68822,499
LP-092-2015-02223,092,809,6779
LP-444-2015-00534,444,75179,7607
LP-092-2015-02220,092,63213,14285
LP-444-2015-00507,444,25519,993
LP-186-2015-01382,186,59773,4364
LP-186-2015-00646,186,13446,279
LP-837-2016-01215,837,82092,1012
LP-837-2016-01214,837,18813,1651
LP-837-2016-01217,837,73421,10585
LP-444-2016-00649,444,12056,4011
LP-092-2015-02725,092,71966,76946
LP-092-2016-02308,092,1429,61400
LP-092-2015-02722,092,62199,14131
LP-444-2016-00641,444,14303,85831
LP-444-2016-00640,444,4617,13317
LP-444-2014-00073,444,49402,3671
LP-444-2015-00752,444,79290,3169
LP-444-2015-00753,444,72146,81477
LP-092-2016-00634,092,3018,16740
LP-444-2015-00754,444,17998,1749
LP-106-2015-01106,106,76178,4204
LP-106-2015-01109,106,965,3853
LP-106-2015-01108,106,85241,1389
LP-444-2015-00758,444,71905,1092
LP-106-2014-00267,106,71850,211
LP-092-2015-02641,092,78402,7782
LP-837-2016-01329,837,73932,17702
LP-092-2015-02647,092,40602,7827
LP-092-2015-02646,092,12594,52170
LP-444-2015-00339,444,70120,9956
LP-837-2016-01327,837,84323,71333
LP-837-2016-01326,837,76137,2085
LP-092-2015-01332,092,31184,2371
LP-837-2016-01322,837,84277,18035
LP-092-2016-00907,092,10919,11431
LP-092-2016-01136,092,55704,32816
LP-837-2016-00339,837,71790,7920
LP-837-2016-00338,837,8132,76929
LP-837-2016-00334,837,72280,18092
LP-837-2016-00336,837,6606,6830
LP-837-2016-00331,837,788,57587
LP-837-2016-00330,837,55423,9720
LP-106-2015-00072,106,80822,11538
LP-106-2015-00073,106,12130,71141
LP-106-2015-00071,106,70138,15951
LP-444-2016-00822,444,84313,70049
LP-092-2016-03547,092,44879,39899
LP-106-2015-00079,106,84783,5922
LP-837-2016-00831,837,69629,22137
LP-092-2016-03789,092,434,4043
LP-092-2015-01048,092,72865,1149
LP-092-2016-01455,092,71137,20821
LP-837-2016-01031,837,2615,7143
LP-837-2016-01033,837,13526,81284
LP-092-2015-00118,092,44707,27968
LP-837-2016-01034,837,71577,2984
LP-092-2015-01426,092,48383,17908
LP-444-2016-00248,444,380,6422
LP-092-2015-00113,092,71609,7580
LP-444-2016-00794,444,10908,2485
LP-444-2016-00244,444,14677,8072
LP-106-2015-00176,106,49503,35472
LP-106-2016-00215,106,2247,1480
LP-837-2016-00240,837,51835,17062
